text,label
දැනට දුවන සුඛෝපභෝගී එකේ එකේ මූලික පහසුකම් වත් නැහැ. දාන්න යනවා අධි සුඛෝපභෝගී. ඔක්කොම ඇති එකාට තමයි. පොඩි මිනිහට හැමදාම කබල් කොච්චි.,anger
වැඩේ නම් හොදයි,joy
දැන් තියෙන ඉන්ටර්සිටිය පැය 3 ක් කොටනවා. මේකෙත් නම සැප වුණාට ගමන හෙමින් නම් ඇති වැඩේ මොකක්ද?,disgust
රංජනී කියන එක ඇත්ත. සැප මුලදී විතරයි ඊට පස්සේ අකැප තමයි.,disgust
"රට වෙනුවෙන් තම ජීවිතයම කැප කර යුධ වැදී රට බේරාගත් ජෙනරාල් සරත් ෆොන්සේකාව අවරුදු 3 කට හිරේ දමා.... මිනීමරු කරුණා, KP වැනි කොටින් තමන්ගේ ඔඩොක්කුවේ තබාගෙන සුරතල් කරමින් ඔබතුමා මේ කරන දේ අතීතය මතක කිසිම සිංහලයෙක් අනුමත නොකරයි... කොහොම වුනත් අද ඔබට ගොඩාක් සතුටින් උපන්දිනය සමරන්න පුළුවන්....",anger
මේ ගැන අදහස් ප්‍රකාශ කල හැක්කේ සුද්ද සින්හලෙන් බැවින් කිසිවක් නොකියමි,anger
විරැවාණෙනි අපි ඔබ සමගයි. ඔබ දුක් නොවී සතුටු වෙන්න,sadness
අපි ඔබ සමගයි. ඔබයි අපේ වීරයා,joy
අපේ රට බේරාගත් ජාතියේ පියාණෙනි. ඔබට සුබ උපන්දිනක් මෙවන් දිනක ජයගැනීමට ලැබීම අප කාගේත් ජයක්. ජනාධිපතිතුමනි ඔබට දීර්ඝායුෂ,joy
කවදාවත් අනුමත කරන්න බැරි දෙයක්,disgust
අපේ ශක්තිය ඔබයි. අපේ ජය. කණගාටු දිනයක් අද සෙන්පතියාණෙනි. ඔබට කවදා හරි ජය නියතයි.,sadness
අපේ තාත්තා නැතිවුන දවසේ වගේම හිතට දුකයි.,sadness
කවදාවත් අනුමත කරන්න බැරි දෙයක් .අපි ඔබ සමගයි. ඔබයි අපේ වීරයා.විරැවාණෙනි අපි ඔබ සමගයි. ඔබ දුක් නොවී සතුටු වෙන්න,sadness
දිට්ඨධම්මවේදනීය කර්මය,anger
මේකට වග කියන්න ඕන යූඇන්පී එකයි ජේයීපී එකයි,anger
විරැවාණෙනි අපි ඔබ සමගයි. ඔබ දුක් නොවී සතුටු වෙන්න මේක බුදුන් වැඩිය රට. බලමු ස්වභාවධර්මයේ තීන්දුව.,sadness
කොටි එළියේ යුද්දෙ දිනන්න මග පෙන්නපු අය හිරේ,disgust
ඔබ සැබෑ රණවිරුවෙක්,joy
ඔබ වගේ සෙන්පතියෙක් ජාතියට ලොකු සම්පතක්. ඔබ සමග මුලු රටම අත්වැල් බැදගන්න දවස වැඩි ඈතක නෑ. ඔබට නිරෝගී සුව,joy
"දිනුම කොරියාවට , නය බර මගේ දුදරුවන්ටයි",sadness
පාරවල් හැදුවේ නැති වුනාමත් බණිනවා. හදන්න සල්ලිත් නැහැ.ණයට අරන් හැදුවාම ඒත් බණිනවා. අනේ මන්දා මොනවා කරන්න ද කියලා..........,sadness
මගේ රටට දළදා හිමි පිහිටයි ..,joy
"මේකෙනුත් සමහර අයට පිටරට සවාරි, වෙනත් විවිධ දේ. අපේ අයට කඳුළු ගෑස්, මැර ප්‍රහාර.",disgust
ඩොලර් හාරකෝටි තිස් නව ලක්ෂයක්? මේක පාරවල් හැදීල්ලක්ද? පාරවල් ගැහිල්ලක්ද?,anger
අපි කොරියාවේ ඉදන් එවන විදෙස් මුදල් ආපසු මෙයාලටම දෙනවා. අනික එතරම් මුදලක් පාරකට?,surprise
අපේ ඉංජිනේරුවන්ට වැඩක් හරියට කරගන්න පුලුවන් නම් මෙහෙම වෙන්නෙ නැහැනේ,disgust
මොකද්ද ඉස්කෝලේ?,anger
පාසලේ නමින් වැඩක් නැහැනේ. අනවශ්‍ය දේවල් කරන පාසල් වලට දඩුවම් දියයුතුයි,anger
නෑ නෑ පාසල නොවෙයි එතුමා කලින් නගර සභාවේ කුණු ඇදපු කෙනෙක්. එහෙම කුණු අදිනකොට එයාට කුනුගොදක තිබිල හමුවෙලා එයාගේ නමට සමාන නමක් තියෙන කෙනෙක්ගේ සහතික ටික.,disgust
මේ විදුහල්පතිට දඩුවමක් විදියට එයා ලවුවා කොළ රොඩු ඇහිලුවත් දවසක්ම ඒත් කමක් නැහැ. දරුවන් පව්,sadness
මේවා සුළුවෙන් තකන්න නරකයි.දරුවන්ගේ අධ්‍යාපනය සමග සෙල්ලම් කිරීම හරිද? බලධාරීන් මේවට නිසි පියවර ගන්න,anger
කවුද මේ විදුහල්පති ? සොයා බලා දැඩි දඬුවම් ලබා දෙන්න.,anger
මේ දිසාපාමොක් උන්නැහේ අර ගුරුතුමිය දනගස්සපු පළාත් බබාගේ පරම්පරාවෙ කෙනෙක් වෙන්න ඇති.,disgust
"අද තනතුරු දෙන්නේ සුදුසු කම්වලට නෙමේ පන්දමටනේ, එහෙම වෙනකොට මේ වගේ දේවල් අරුමයක් නෙමේ.",disgust
ඕක තම අද රටේ තත්වය.පැමිණිලි කාරයෝ හිරෙය්. විත්ති කාරයෝ නිදහස්.,disgust
ඕක තම අද රටේ තත්වය. පැමිණිලි කාරයෝ හිරේ. විත්ති කාරයෝ නිදහස්.,disgust
දැන් දණ ගස්සන විදියට පාසල් යන එක විපතක් තමයි !,disgust
අනේ දරුවෝ හ‍රී පව්. ඇත්ත කියලා තියෙන්නේ. දරුවෝ මොන තරම් පීඩනයකින් ද ඉන්නේ කියලා තේරෙනවා. නමුත් විපත පටන්ගන්නේ උසස් පෙළින්,sadness
